eval_level,数据集划分,baseline_name,目标变量,预测天数,row_count,MAE,RMSE,sMAPE
target_variable,验证,weekday_horizon_mean,HULL,,1540.0,1.7974671427225566,2.272712019467862,0.5081279091640827
target_variable,验证,weekday_horizon_mean,LUFL,,1540.0,1.467577675770797,1.869209330907467,0.3124920309197268
target_variable,验证,weekday_horizon_mean,LULL,,1540.0,0.5209844220860503,0.7096586498125074,0.5308870457212918
target_variable,验证,weekday_horizon_mean,MUFL,,1540.0,1.9057334694956494,2.539222448610577,0.1713108790302299
target_variable,验证,weekday_horizon_mean,MULL,,1540.0,1.5666510738155646,2.0366381216900318,0.7065163674165444
target_variable,验证,weekday_horizon_mean,OT,,1540.0,4.636313872108336,5.653634729743362,0.26866852545487047
target_variable,验证,weighted_mean_last_4,HUFL,,1540.0,2.6768308841696102,3.4298303156089034,0.18231184264384806
target_variable,验证,weighted_mean_last_4,HULL,,1540.0,2.2754498551129867,2.9975559583075957,0.6398895347151402
target_variable,验证,weighted_mean_last_4,LUFL,,1540.0,1.133426724848052,1.6152860477481252,0.22460928093509344
target_variable,验证,weighted_mean_last_4,LULL,,1540.0,0.6435361041844155,0.9302079683153538,0.7117445692255616
target_variable,验证,weighted_mean_last_4,MUFL,,1540.0,1.9226956621476625,2.4417182988760477,0.17342456296009712
target_variable,验证,weighted_mean_last_4,MULL,,1540.0,1.9623173955053248,2.7006145044996406,0.8652119691313579
target_variable,验证,weighted_mean_last_4,OT,,1540.0,3.1239087110812984,3.897006954230011,0.19205643005990367
horizon,测试,cycle_mod_4,,1,749.0,1.2130907846101469,1.7877185546665566,0.2184370753965622
horizon,测试,cycle_mod_4,,2,749.0,1.2151228293457943,1.7886789001540762,0.2199936949503135
horizon,测试,cycle_mod_4,,3,749.0,1.2026061407623498,1.7777811258041263,0.21869356603765172
horizon,测试,cycle_mod_4,,4,749.0,1.204226972236315,1.7795488626999256,0.2187919735029068
horizon,测试,cycle_mod_4,,5,749.0,1.2768584888037382,1.858191487424988,0.23643253115565907
horizon,测试,cycle_mod_4,,6,749.0,1.2697156302736983,1.8508454537194843,0.23632430430954543
horizon,测试,cycle_mod_4,,7,749.0,1.2652603550534045,1.8470286479256188,0.23567321163281957
horizon,测试,cycle_mod_4,,8,749.0,1.262092130552737,1.8462370304655125,0.23557919574985797
horizon,测试,cycle_mod_4,,9,749.0,1.3987423411214952,2.0353728535472277,0.25265810753907686
horizon,测试,cycle_mod_4,,10,749.0,1.4082630365100133,2.0478620069204614,0.25587723233809273
horizon,测试,cycle_mod_4,,11,749.0,1.419536734456609,2.0567263285834367,0.2592356272794827
horizon,测试,cycle_mod_4,,12,749.0,1.42006143517757,2.0588145171239978,0.26027873883051417
